5856
44	(-0.290367,-0.480848,-0.64937) (-0.29596,-0.485633,-0.600257) (-0.293874,-0.435141,-0.598604)
45	(-0.292453,-0.440167,-0.546203) (-0.293874,-0.435141,-0.598604) (-0.29596,-0.485633,-0.600257)
46	(-0.271634,-0.475726,-0.439548) (-0.288799,-0.443349,-0.443525) (-0.288534,-0.443503,-0.49302)
47	(-0.292061,-0.44185,-0.395656) (-0.288799,-0.443349,-0.443525) (-0.271634,-0.475726,-0.439548)
48	(-0.271634,-0.475726,-0.439548) (-0.276251,-0.469498,-0.393327) (-0.292061,-0.44185,-0.395656)
49	(-0.293874,-0.435141,-0.598604) (-0.28611,-0.430228,-0.645747) (-0.290367,-0.480848,-0.64937)
50	(-0.269928,-0.476909,-0.688713) (-0.290367,-0.480848,-0.64937) (-0.28611,-0.430228,-0.645747)
51	(-0.231773,-0.474582,-0.713333) (-0.269928,-0.476909,-0.688713) (-0.265943,-0.426081,-0.683725)
52	(-0.28611,-0.430228,-0.645747) (-0.265943,-0.426081,-0.683725) (-0.269928,-0.476909,-0.688713)
53	(-0.265943,-0.426081,-0.683725) (-0.230157,-0.423353,-0.708626) (-0.231773,-0.474582,-0.713333)
54	(-0.288799,-0.443349,-0.443525) (-0.292061,-0.44185,-0.395656) (-0.301081,-0.408661,-0.398544)
55	(-0.288534,-0.443503,-0.49302) (-0.288799,-0.443349,-0.443525) (-0.297262,-0.40679,-0.446976)
56	(-0.301081,-0.408661,-0.398544) (-0.297262,-0.40679,-0.446976) (-0.288799,-0.443349,-0.443525)
57	(-0.297262,-0.40679,-0.446976) (-0.294694,-0.403513,-0.496272) (-0.288534,-0.443503,-0.49302)
58	(-0.292453,-0.440167,-0.546203) (-0.288534,-0.443503,-0.49302) (-0.294694,-0.403513,-0.496272)
59	(-0.294694,-0.403513,-0.496272) (-0.293671,-0.399094,-0.547566) (-0.292453,-0.440167,-0.546203)
60	(-0.293874,-0.435141,-0.598604) (-0.292453,-0.440167,-0.546203) (-0.293671,-0.399094,-0.547566)
61	(-0.293671,-0.399094,-0.547566) (-0.290109,-0.394203,-0.597465) (-0.293874,-0.435141,-0.598604)
62	(-0.28611,-0.430228,-0.645747) (-0.293874,-0.435141,-0.598604) (-0.290109,-0.394203,-0.597465)
63	(-0.265943,-0.426081,-0.683725) (-0.28611,-0.430228,-0.645747) (-0.279924,-0.389507,-0.642576)
64	(-0.290109,-0.394203,-0.597465) (-0.279924,-0.389507,-0.642576) (-0.28611,-0.430228,-0.645747)
65	(-0.230157,-0.423353,-0.708626) (-0.265943,-0.426081,-0.683725) (-0.259894,-0.385391,-0.679646)
66	(-0.279924,-0.389507,-0.642576) (-0.259894,-0.385391,-0.679646) (-0.265943,-0.426081,-0.683725)
67	(-0.297262,-0.40679,-0.446976) (-0.301081,-0.408661,-0.398544) (-0.3058,-0.372275,-0.401696)
68	(-0.3058,-0.372275,-0.401696) (-0.301345,-0.370172,-0.450323) (-0.297262,-0.40679,-0.446976)
69	(-0.294694,-0.403513,-0.496272) (-0.297262,-0.40679,-0.446976) (-0.301345,-0.370172,-0.450323)
70	(-0.293671,-0.399094,-0.547566) (-0.294694,-0.403513,-0.496272) (-0.297062,-0.366758,-0.499114)
71	(-0.301345,-0.370172,-0.450323) (-0.297062,-0.366758,-0.499114) (-0.294694,-0.403513,-0.496272)
72	(-0.297062,-0.366758,-0.499114) (-0.29276,-0.362928,-0.548724) (-0.293671,-0.399094,-0.547566)
73	(-0.290109,-0.394203,-0.597465) (-0.293671,-0.399094,-0.547566) (-0.29276,-0.362928,-0.548724)
74	(-0.279924,-0.389507,-0.642576) (-0.290109,-0.394203,-0.597465) (-0.285801,-0.358858,-0.596565)
75	(-0.29276,-0.362928,-0.548724) (-0.285801,-0.358858,-0.596565) (-0.290109,-0.394203,-0.597465)
76	(-0.259894,-0.385391,-0.679646) (-0.279924,-0.389507,-0.642576) (-0.273544,-0.354723,-0.640053)
77	(-0.285801,-0.358858,-0.596565) (-0.273544,-0.354723,-0.640053) (-0.279924,-0.389507,-0.642576)
78	(-0.273544,-0.354723,-0.640053) (-0.253348,-0.350698,-0.676599) (-0.259894,-0.385391,-0.679646)
79	(-0.301345,-0.370172,-0.450323) (-0.3058,-0.372275,-0.401696) (-0.308236,-0.333874,-0.404652)
80	(-0.297062,-0.366758,-0.499114) (-0.301345,-0.370172,-0.450323) (-0.303485,-0.332962,-0.453339)
81	(-0.308236,-0.333874,-0.404652) (-0.303485,-0.332962,-0.453339) (-0.301345,-0.370172,-0.450323)
82	(-0.303485,-0.332962,-0.453339) (-0.29822,-0.330929,-0.501597) (-0.297062,-0.366758,-0.499114)
83	(-0.29276,-0.362928,-0.548724) (-0.297062,-0.366758,-0.499114) (-0.29822,-0.330929,-0.501597)
84	(-0.285801,-0.358858,-0.596565) (-0.29276,-0.362928,-0.548724) (-0.291955,-0.328423,-0.549841)
85	(-0.29822,-0.330929,-0.501597) (-0.291955,-0.328423,-0.549841) (-0.29276,-0.362928,-0.548724)
86	(-0.273544,-0.354723,-0.640053) (-0.285801,-0.358858,-0.596565) (-0.282761,-0.325423,-0.596093)
87	(-0.291955,-0.328423,-0.549841) (-0.282761,-0.325423,-0.596093) (-0.285801,-0.358858,-0.596565)
88	(-0.253348,-0.350698,-0.676599) (-0.273544,-0.354723,-0.640053) (-0.268709,-0.32191,-0.638373)
89	(-0.282761,-0.325423,-0.596093) (-0.268709,-0.32191,-0.638373) (-0.273544,-0.354723,-0.640053)
90	(-0.268709,-0.32191,-0.638373) (-0.24787,-0.317864,-0.674702) (-0.253348,-0.350698,-0.676599)
91	(-0.303485,-0.332962,-0.453339) (-0.308236,-0.333874,-0.404652) (-0.310405,-0.294641,-0.406957)
92	(-0.29822,-0.330929,-0.501597) (-0.303485,-0.332962,-0.453339) (-0.306116,-0.294625,-0.455797)
93	(-0.310405,-0.294641,-0.406957) (-0.306116,-0.294625,-0.455797) (-0.303485,-0.332962,-0.453339)
94	(-0.291955,-0.328423,-0.549841) (-0.29822,-0.330929,-0.501597) (-0.300753,-0.293718,-0.503768)
95	(-0.306116,-0.294625,-0.455797) (-0.300753,-0.293718,-0.503768) (-0.29822,-0.330929,-0.501597)
96	(-0.282761,-0.325423,-0.596093) (-0.291955,-0.328423,-0.549841) (-0.293489,-0.292333,-0.551081)
97	(-0.300753,-0.293718,-0.503768) (-0.293489,-0.292333,-0.551081) (-0.291955,-0.328423,-0.549841)
98	(-0.268709,-0.32191,-0.638373) (-0.282761,-0.325423,-0.596093) (-0.282799,-0.290214,-0.596235)
99	(-0.293489,-0.292333,-0.551081) (-0.282799,-0.290214,-0.596235) (-0.282761,-0.325423,-0.596093)
100	(-0.282799,-0.290214,-0.596235) (-0.267155,-0.287105,-0.637733) (-0.268709,-0.32191,-0.638373)
101	(-0.24787,-0.317864,-0.674702) (-0.268709,-0.32191,-0.638373) (-0.267155,-0.287105,-0.637733)
102	(-0.267155,-0.287105,-0.637733) (-0.245032,-0.282748,-0.674075) (-0.24787,-0.317864,-0.674702)
103	(-0.300753,-0.293718,-0.503768) (-0.306116,-0.294625,-0.455797) (-0.307475,-0.255747,-0.457855)
104	(-0.306116,-0.294625,-0.455797) (-0.310405,-0.294641,-0.406957) (-0.310887,-0.255164,-0.408876)
105	(-0.310887,-0.255164,-0.408876) (-0.307475,-0.255747,-0.457855) (-0.306116,-0.294625,-0.455797)
106	(-0.293489,-0.292333,-0.551081) (-0.300753,-0.293718,-0.503768) (-0.302572,-0.255702,-0.50565)
107	(-0.307475,-0.255747,-0.457855) (-0.302572,-0.255702,-0.50565) (-0.300753,-0.293718,-0.503768)
108	(-0.302572,-0.255702,-0.50565) (-0.295038,-0.255276,-0.552279) (-0.293489,-0.292333,-0.551081)
109	(-0.282799,-0.290214,-0.596235) (-0.293489,-0.292333,-0.551081) (-0.295038,-0.255276,-0.552279)
110	(-0.267155,-0.287105,-0.637733) (-0.282799,-0.290214,-0.596235) (-0.283606,-0.254022,-0.596577)
111	(-0.295038,-0.255276,-0.552279) (-0.283606,-0.254022,-0.596577) (-0.282799,-0.290214,-0.596235)
112	(-0.283606,-0.254022,-0.596577) (-0.267015,-0.251495,-0.63738) (-0.267155,-0.287105,-0.637733)
113	(-0.245032,-0.282748,-0.674075) (-0.267155,-0.287105,-0.637733) (-0.267015,-0.251495,-0.63738)
114	(-0.267015,-0.251495,-0.63738) (-0.243998,-0.247248,-0.673523) (-0.245032,-0.282748,-0.674075)
115	(-0.295038,-0.255276,-0.552279) (-0.302572,-0.255702,-0.50565) (-0.301587,-0.217459,-0.507265)
116	(-0.283606,-0.254022,-0.596577) (-0.295038,-0.255276,-0.552279) (-0.294271,-0.217865,-0.553272)
117	(-0.301587,-0.217459,-0.507265) (-0.294271,-0.217865,-0.553272) (-0.295038,-0.255276,-0.552279)
118	(-0.302572,-0.255702,-0.50565) (-0.307475,-0.255747,-0.457855) (-0.305798,-0.216916,-0.459673)
119	(-0.305798,-0.216916,-0.459673) (-0.301587,-0.217459,-0.507265) (-0.302572,-0.255702,-0.50565)
120	(-0.307475,-0.255747,-0.457855) (-0.310887,-0.255164,-0.408876) (-0.30826,-0.216038,-0.410674)
121	(-0.30826,-0.216038,-0.410674) (-0.305798,-0.216916,-0.459673) (-0.307475,-0.255747,-0.457855)
122	(-0.294271,-0.217865,-0.553272) (-0.282874,-0.217634,-0.596702) (-0.283606,-0.254022,-0.596577)
123	(-0.267015,-0.251495,-0.63738) (-0.283606,-0.254022,-0.596577) (-0.282874,-0.217634,-0.596702)
124	(-0.243998,-0.247248,-0.673523) (-0.267015,-0.251495,-0.63738) (-0.266421,-0.216267,-0.636559)
125	(-0.282874,-0.217634,-0.596702) (-0.266421,-0.216267,-0.636559) (-0.267015,-0.251495,-0.63738)
126	(-0.266421,-0.216267,-0.636559) (-0.243938,-0.213264,-0.67185) (-0.243998,-0.247248,-0.673523)
127	(-0.266421,-0.216267,-0.636559) (-0.282874,-0.217634,-0.596702) (-0.277992,-0.181626,-0.596327)
128	(-0.282874,-0.217634,-0.596702) (-0.294271,-0.217865,-0.553272) (-0.288862,-0.180718,-0.553895)
129	(-0.288862,-0.180718,-0.553895) (-0.277992,-0.181626,-0.596327) (-0.282874,-0.217634,-0.596702)
130	(-0.243938,-0.213264,-0.67185) (-0.266421,-0.216267,-0.636559) (-0.262311,-0.181746,-0.635052)
131	(-0.277992,-0.181626,-0.596327) (-0.262311,-0.181746,-0.635052) (-0.266421,-0.216267,-0.636559)
132	(-0.294271,-0.217865,-0.553272) (-0.301587,-0.217459,-0.507265) (-0.295709,-0.179567,-0.508631)
133	(-0.295709,-0.179567,-0.508631) (-0.288862,-0.180718,-0.553895) (-0.294271,-0.217865,-0.553272)
134	(-0.301587,-0.217459,-0.507265) (-0.305798,-0.216916,-0.459673) (-0.299321,-0.178716,-0.461412)
135	(-0.299321,-0.178716,-0.461412) (-0.295709,-0.179567,-0.508631) (-0.301587,-0.217459,-0.507265)
136	(-0.301106,-0.177854,-0.412617) (-0.299321,-0.178716,-0.461412) (-0.305798,-0.216916,-0.459673)
137	(-0.305798,-0.216916,-0.459673) (-0.30826,-0.216038,-0.410674) (-0.301106,-0.177854,-0.412617)
138	(-0.262311,-0.181746,-0.635052) (-0.241032,-0.180534,-0.669193) (-0.243938,-0.213264,-0.67185)
139	(-0.302473,-0.17667,-0.362625) (-0.301106,-0.177854,-0.412617) (-0.30826,-0.216038,-0.410674)
140	(-0.241032,-0.180534,-0.669193) (-0.262311,-0.181746,-0.635052) (-0.251623,-0.148254,-0.632639)
141	(-0.262311,-0.181746,-0.635052) (-0.277992,-0.181626,-0.596327) (-0.266353,-0.146568,-0.595172)
142	(-0.266353,-0.146568,-0.595172) (-0.251623,-0.148254,-0.632639) (-0.262311,-0.181746,-0.635052)
143	(-0.276484,-0.144448,-0.553984) (-0.266353,-0.146568,-0.595172) (-0.277992,-0.181626,-0.596327)
144	(-0.277992,-0.181626,-0.596327) (-0.288862,-0.180718,-0.553895) (-0.276484,-0.144448,-0.553984)
145	(-0.288862,-0.180718,-0.553895) (-0.295709,-0.179567,-0.508631) (-0.28285,-0.142602,-0.509771)
146	(-0.28285,-0.142602,-0.509771) (-0.276484,-0.144448,-0.553984) (-0.288862,-0.180718,-0.553895)
147	(-0.295709,-0.179567,-0.508631) (-0.299321,-0.178716,-0.461412) (-0.28628,-0.141735,-0.463229)
148	(-0.28628,-0.141735,-0.463229) (-0.28285,-0.142602,-0.509771) (-0.295709,-0.179567,-0.508631)
149	(-0.288002,-0.141204,-0.414971) (-0.28628,-0.141735,-0.463229) (-0.299321,-0.178716,-0.461412)
150	(-0.299321,-0.178716,-0.461412) (-0.301106,-0.177854,-0.412617) (-0.288002,-0.141204,-0.414971)
151	(-0.301106,-0.177854,-0.412617) (-0.302473,-0.17667,-0.362625) (-0.289241,-0.140362,-0.365612)
152	(-0.289241,-0.140362,-0.365612) (-0.288002,-0.141204,-0.414971) (-0.301106,-0.177854,-0.412617)
153	(-0.251623,-0.148254,-0.632639) (-0.266353,-0.146568,-0.595172) (-0.249869,-0.113502,-0.593785)
154	(-0.258858,-0.109971,-0.554118) (-0.249869,-0.113502,-0.593785) (-0.266353,-0.146568,-0.595172)
155	(-0.266353,-0.146568,-0.595172) (-0.276484,-0.144448,-0.553984) (-0.258858,-0.109971,-0.554118)
156	(-0.264704,-0.107393,-0.511039) (-0.258858,-0.109971,-0.554118) (-0.276484,-0.144448,-0.553984)
157	(-0.276484,-0.144448,-0.553984) (-0.28285,-0.142602,-0.509771) (-0.264704,-0.107393,-0.511039)
158	(-0.268187,-0.106633,-0.465297) (-0.264704,-0.107393,-0.511039) (-0.28285,-0.142602,-0.509771)
159	(-0.28285,-0.142602,-0.509771) (-0.28628,-0.141735,-0.463229) (-0.268187,-0.106633,-0.465297)
160	(-0.28628,-0.141735,-0.463229) (-0.288002,-0.141204,-0.414971) (-0.270216,-0.106568,-0.417743)
161	(-0.270216,-0.106568,-0.417743) (-0.268187,-0.106633,-0.465297) (-0.28628,-0.141735,-0.463229)
162	(-0.271697,-0.106074,-0.369231) (-0.270216,-0.106568,-0.417743) (-0.288002,-0.141204,-0.414971)
163	(-0.288002,-0.141204,-0.414971) (-0.289241,-0.140362,-0.365612) (-0.271697,-0.106074,-0.369231)
164	(-0.249869,-0.113502,-0.593785) (-0.258858,-0.109971,-0.554118) (-0.237702,-0.0781979,-0.554876)
165	(-0.258858,-0.109971,-0.554118) (-0.264704,-0.107393,-0.511039) (-0.24297,-0.0747704,-0.512789)
166	(-0.24297,-0.0747704,-0.512789) (-0.237702,-0.0781979,-0.554876) (-0.258858,-0.109971,-0.554118)
167	(-0.246556,-0.0740721,-0.467788) (-0.24297,-0.0747704,-0.512789) (-0.264704,-0.107393,-0.511039)
168	(-0.264704,-0.107393,-0.511039) (-0.268187,-0.106633,-0.465297) (-0.246556,-0.0740721,-0.467788)
169	(-0.268187,-0.106633,-0.465297) (-0.270216,-0.106568,-0.417743) (-0.249016,-0.07443,-0.420941)
170	(-0.250904,-0.0741715,-0.373316) (-0.249016,-0.07443,-0.420941) (-0.270216,-0.106568,-0.417743)
171	(-0.270216,-0.106568,-0.417743) (-0.271697,-0.106074,-0.369231) (-0.250904,-0.0741715,-0.373316)
172	(-0.249016,-0.07443,-0.420941) (-0.246556,-0.0740721,-0.467788) (-0.268187,-0.106633,-0.465297)
173	(-0.332737,-0.232392,-0.146479) (-0.333987,-0.266239,-0.143843) (-0.333112,-0.251283,-0.0875108)
174	(-0.333987,-0.266239,-0.143843) (-0.333085,-0.300472,-0.142096) (-0.332591,-0.283341,-0.0849281)
175	(-0.332591,-0.283341,-0.0849281) (-0.333112,-0.251283,-0.0875108) (-0.333987,-0.266239,-0.143843)
176	(-0.332039,-0.318004,-0.0825653) (-0.332591,-0.283341,-0.0849281) (-0.333085,-0.300472,-0.142096)
177	(-0.333112,-0.251283,-0.0875108) (-0.331994,-0.220141,-0.0913088) (-0.332737,-0.232392,-0.146479)
178	(-0.333085,-0.300472,-0.142096) (-0.333987,-0.266239,-0.143843) (-0.330701,-0.277354,-0.199102)
179	(-0.333085,-0.300472,-0.142096) (-0.331384,-0.336055,-0.140423) (-0.332039,-0.318004,-0.0825653)
180	(-0.32925,-0.241174,-0.200997) (-0.330701,-0.277354,-0.199102) (-0.333987,-0.266239,-0.143843)
181	(-0.333987,-0.266239,-0.143843) (-0.332737,-0.232392,-0.146479) (-0.32925,-0.241174,-0.200997)
182	(-0.331384,-0.336055,-0.140423) (-0.333085,-0.300472,-0.142096) (-0.329789,-0.313739,-0.197756)
183	(-0.330701,-0.277354,-0.199102) (-0.329789,-0.313739,-0.197756) (-0.333085,-0.300472,-0.142096)
184	(-0.329688,-0.356768,-0.0809895) (-0.332039,-0.318004,-0.0825653) (-0.331384,-0.336055,-0.140423)
185	(-0.327983,-0.197969,-0.150824) (-0.332737,-0.232392,-0.146479) (-0.331994,-0.220141,-0.0913088)
186	(-0.331994,-0.220141,-0.0913088) (-0.327633,-0.188224,-0.0973198) (-0.327983,-0.197969,-0.150824)
187	(-0.329789,-0.313739,-0.197756) (-0.327638,-0.350695,-0.196291) (-0.331384,-0.336055,-0.140423)
188	(-0.331384,-0.336055,-0.140423) (-0.32716,-0.373085,-0.139161) (-0.329688,-0.356768,-0.0809895)
189	(-0.32716,-0.373085,-0.139161) (-0.331384,-0.336055,-0.140423) (-0.327638,-0.350695,-0.196291)
190	(-0.324312,-0.204827,-0.204111) (-0.32925,-0.241174,-0.200997) (-0.332737,-0.232392,-0.146479)
191	(-0.332737,-0.232392,-0.146479) (-0.327983,-0.197969,-0.150824) (-0.324312,-0.204827,-0.204111)
192	(-0.327633,-0.188224,-0.0973198) (-0.331994,-0.220141,-0.0913088) (-0.324966,-0.203717,-0.0356789)
193	(-0.329789,-0.313739,-0.197756) (-0.330701,-0.277354,-0.199102) (-0.325111,-0.285199,-0.253148)
194	(-0.330701,-0.277354,-0.199102) (-0.32925,-0.241174,-0.200997) (-0.323586,-0.247186,-0.254668)
195	(-0.323586,-0.247186,-0.254668) (-0.325111,-0.285199,-0.253148) (-0.330701,-0.277354,-0.199102)
196	(-0.327638,-0.350695,-0.196291) (-0.329789,-0.313739,-0.197756) (-0.324284,-0.323407,-0.251851)
197	(-0.325111,-0.285199,-0.253148) (-0.324284,-0.323407,-0.251851) (-0.329789,-0.313739,-0.197756)
198	(-0.323773,-0.401132,-0.0807671) (-0.329688,-0.356768,-0.0809895) (-0.32716,-0.373085,-0.139161)
199	(-0.327638,-0.350695,-0.196291) (-0.322729,-0.386811,-0.194821) (-0.32716,-0.373085,-0.139161)
200	(-0.322729,-0.386811,-0.194821) (-0.327638,-0.350695,-0.196291) (-0.322078,-0.361727,-0.250231)
201	(-0.324284,-0.323407,-0.251851) (-0.322078,-0.361727,-0.250231) (-0.327638,-0.350695,-0.196291)
202	(-0.324966,-0.203717,-0.0356789) (-0.321148,-0.174934,-0.0438242) (-0.327633,-0.188224,-0.0973198)
203	(-0.318737,-0.209453,-0.256958) (-0.323586,-0.247186,-0.254668) (-0.32925,-0.241174,-0.200997)
204	(-0.32925,-0.241174,-0.200997) (-0.324312,-0.204827,-0.204111) (-0.318737,-0.209453,-0.256958)
205	(-0.327983,-0.197969,-0.150824) (-0.327633,-0.188224,-0.0973198) (-0.318422,-0.153845,-0.106541)
206	(-0.324312,-0.204827,-0.204111) (-0.327983,-0.197969,-0.150824) (-0.31837,-0.162009,-0.157694)
207	(-0.318422,-0.153845,-0.106541) (-0.31837,-0.162009,-0.157694) (-0.327983,-0.197969,-0.150824)
208	(-0.318693,-0.411665,-0.138648) (-0.32716,-0.373085,-0.139161) (-0.322729,-0.386811,-0.194821)
209	(-0.32716,-0.373085,-0.139161) (-0.318693,-0.411665,-0.138648) (-0.323773,-0.401132,-0.0807671)
210	(-0.324284,-0.323407,-0.251851) (-0.325111,-0.285199,-0.253148) (-0.319074,-0.290341,-0.305841)
211	(-0.317801,-0.25113,-0.307299) (-0.319074,-0.290341,-0.305841) (-0.325111,-0.285199,-0.253148)
212	(-0.325111,-0.285199,-0.253148) (-0.323586,-0.247186,-0.254668) (-0.317801,-0.25113,-0.307299)
213	(-0.322078,-0.361727,-0.250231) (-0.324284,-0.323407,-0.251851) (-0.318148,-0.329745,-0.304325)
214	(-0.319074,-0.290341,-0.305841) (-0.318148,-0.329745,-0.304325) (-0.324284,-0.323407,-0.251851)
215	(-0.312935,-0.143027,-0.0558917) (-0.318422,-0.153845,-0.106541) (-0.327633,-0.188224,-0.0973198)
216	(-0.327633,-0.188224,-0.0973198) (-0.321148,-0.174934,-0.0438242) (-0.312935,-0.143027,-0.0558917)
217	(-0.322078,-0.361727,-0.250231) (-0.317195,-0.39812,-0.248424) (-0.322729,-0.386811,-0.194821)
218	(-0.318737,-0.209453,-0.256958) (-0.324312,-0.204827,-0.204111) (-0.314765,-0.167947,-0.209114)
219	(-0.31837,-0.162009,-0.157694) (-0.314765,-0.167947,-0.209114) (-0.324312,-0.204827,-0.204111)
220	(-0.317195,-0.39812,-0.248424) (-0.322078,-0.361727,-0.250231) (-0.315978,-0.36895,-0.302305)
221	(-0.318148,-0.329745,-0.304325) (-0.315978,-0.36895,-0.302305) (-0.322078,-0.361727,-0.250231)
222	(-0.323586,-0.247186,-0.254668) (-0.318737,-0.209453,-0.256958) (-0.313373,-0.212502,-0.309142)
223	(-0.313373,-0.212502,-0.309142) (-0.317801,-0.25113,-0.307299) (-0.323586,-0.247186,-0.254668)
224	(-0.313544,-0.420676,-0.193464) (-0.322729,-0.386811,-0.194821) (-0.317195,-0.39812,-0.248424)
225	(-0.322729,-0.386811,-0.194821) (-0.313544,-0.420676,-0.193464) (-0.318693,-0.411665,-0.138648)
226	(-0.318148,-0.329745,-0.304325) (-0.319074,-0.290341,-0.305841) (-0.314449,-0.29335,-0.357041)
227	(-0.319074,-0.290341,-0.305841) (-0.317801,-0.25113,-0.307299) (-0.313949,-0.253707,-0.358695)
228	(-0.313949,-0.253707,-0.358695) (-0.314449,-0.29335,-0.357041) (-0.319074,-0.290341,-0.305841)
229	(-0.313949,-0.253707,-0.358695) (-0.317801,-0.25113,-0.307299) (-0.313373,-0.212502,-0.309142)
230	(-0.314449,-0.29335,-0.357041) (-0.312961,-0.333018,-0.35512) (-0.318148,-0.329745,-0.304325)
231	(-0.315978,-0.36895,-0.302305) (-0.318148,-0.329745,-0.304325) (-0.312961,-0.333018,-0.35512)
