40018
89	(-0.0640664,-0.495638,-0.314276) (-0.0674795,-0.504436,-0.302864) (-0.0789319,-0.485265,-0.307275)
90	(0.0139354,-0.550474,-0.311517) (0.0198997,-0.553479,-0.306742) (0.0169965,-0.553479,-0.304768)
91	(0.0642579,-0.564803,-0.290988) (0.0522355,-0.553479,-0.322496) (0.0644338,-0.554343,-0.324952)
92	(-0.0292296,-0.537082,-0.298866) (-0.0342035,-0.527697,-0.309667) (-0.0150477,-0.537725,-0.315229)
93	(-0.0145111,-0.541961,-0.306742) (-0.0292296,-0.537082,-0.298866) (-0.0150477,-0.537725,-0.315229)
94	(0.0642579,-0.564803,-0.290988) (0.0327502,-0.556163,-0.306742) (0.0522355,-0.553479,-0.322496)
95	(-0.0519801,-0.521824,-0.298331) (-0.0522496,-0.513703,-0.310158) (-0.0455244,-0.521053,-0.307468)
96	(-0.0292296,-0.537082,-0.298866) (-0.0519801,-0.521824,-0.298331) (-0.0342035,-0.527697,-0.309667)
97	(-0.0455244,-0.521053,-0.307468) (-0.0342035,-0.527697,-0.309667) (-0.0519801,-0.521824,-0.298331)
98	(-0.00663423,-0.545684,-0.306742) (-0.0145111,-0.545602,-0.29774) (-0.0145111,-0.541961,-0.306742)
99	(-0.0522496,-0.513703,-0.310158) (-0.0519801,-0.521824,-0.298331) (-0.0672491,-0.511571,-0.29417)
100	(-0.0672491,-0.511571,-0.29417) (-0.0674795,-0.504436,-0.302864) (-0.0522496,-0.513703,-0.310158)
101	(0.00124258,-0.548611,-0.306742) (0.0139354,-0.550474,-0.311517) (0.0011512,-0.553907,-0.291127)
102	(0.0011512,-0.553907,-0.291127) (0.0139354,-0.550474,-0.311517) (0.0169965,-0.553479,-0.304768)
103	(-0.00663423,-0.545684,-0.306742) (0.0011512,-0.553907,-0.291127) (-0.0145111,-0.545602,-0.29774)
104	(0.0011512,-0.553907,-0.291127) (-0.00663423,-0.545684,-0.306742) (0.00124258,-0.548611,-0.306742)
105	(0.0198997,-0.553479,-0.306742) (0.0169965,-0.558321,-0.290988) (0.0169965,-0.553479,-0.304768)
106	(0.0198997,-0.553479,-0.306742) (0.0327502,-0.561041,-0.290988) (0.0169965,-0.558321,-0.290988)
107	(0.0327502,-0.556163,-0.306742) (0.0642579,-0.564803,-0.290988) (0.0327502,-0.561041,-0.290988)
108	(0.0327502,-0.561041,-0.290988) (0.0198997,-0.553479,-0.306742) (0.0327502,-0.556163,-0.306742)
109	(-0.0145111,-0.541961,-0.306742) (-0.0357458,-0.537685,-0.289126) (-0.0292296,-0.537082,-0.298866)
110	(0.0169965,-0.558321,-0.290988) (0.0011512,-0.553907,-0.291127) (0.0169965,-0.553479,-0.304768)
111	(-0.0244137,-0.545315,-0.285682) (-0.0357458,-0.537685,-0.289126) (-0.0145111,-0.541961,-0.306742)
112	(-0.0244137,-0.545315,-0.285682) (-0.0145111,-0.541961,-0.306742) (-0.0145111,-0.545602,-0.29774)
113	(-0.0672491,-0.511571,-0.29417) (-0.0879208,-0.495404,-0.28929) (-0.0674795,-0.504436,-0.302864)
114	(-0.0460189,-0.529828,-0.290945) (-0.0519801,-0.521824,-0.298331) (-0.0292296,-0.537082,-0.298866)
115	(-0.0292296,-0.537082,-0.298866) (-0.0357458,-0.537685,-0.289126) (-0.0460189,-0.529828,-0.290945)
116	(-0.0145111,-0.545602,-0.29774) (0.0011512,-0.553907,-0.291127) (-0.0145111,-0.549192,-0.28705)
117	(-0.0672491,-0.511571,-0.29417) (-0.0519801,-0.521824,-0.298331) (-0.0690328,-0.515108,-0.286043)
118	(-0.0145111,-0.549192,-0.28705) (-0.0244137,-0.545315,-0.285682) (-0.0145111,-0.545602,-0.29774)
119	(-0.0519801,-0.521824,-0.298331) (-0.0460189,-0.529828,-0.290945) (-0.0617731,-0.521971,-0.283611)
120	(-0.0690328,-0.515108,-0.286043) (-0.0519801,-0.521824,-0.298331) (-0.0617731,-0.521971,-0.283611)
121	(-0.0837287,-0.505875,-0.281301) (-0.0879208,-0.495404,-0.28929) (-0.0672491,-0.511571,-0.29417)
122	(-0.0672491,-0.511571,-0.29417) (-0.0690328,-0.515108,-0.286043) (-0.0837287,-0.505875,-0.281301)
123	(-0.0837287,-0.505875,-0.281301) (-0.0918928,-0.498992,-0.279797) (-0.0879208,-0.495404,-0.28929)
124	(-0.0118719,-0.553479,-0.275235) (-0.0145111,-0.549192,-0.28705) (0.0011512,-0.553907,-0.291127)
125	(-0.0244137,-0.545315,-0.285682) (-0.0432275,-0.538811,-0.273432) (-0.0357458,-0.537685,-0.289126)
126	(-0.0145111,-0.549192,-0.28705) (-0.0223882,-0.549026,-0.275235) (-0.0244137,-0.545315,-0.285682)
127	(-0.0145111,-0.549192,-0.28705) (-0.0118719,-0.553479,-0.275235) (-0.0223882,-0.549026,-0.275235)
128	(-0.0617731,-0.521971,-0.283611) (-0.0460189,-0.529828,-0.290945) (-0.0594261,-0.529241,-0.270782)
129	(-0.0357458,-0.537685,-0.289126) (-0.0594261,-0.529241,-0.270782) (-0.0460189,-0.529828,-0.290945)
130	(-0.0690328,-0.515108,-0.286043) (-0.0617731,-0.521971,-0.283611) (-0.0775266,-0.514094,-0.275381)
131	(-0.0837287,-0.505875,-0.281301) (-0.0690328,-0.515108,-0.286043) (-0.0775266,-0.514094,-0.275381)
132	(-0.0432275,-0.538811,-0.273432) (-0.0594261,-0.529241,-0.270782) (-0.0357458,-0.537685,-0.289126)
133	(-0.0866141,-0.506592,-0.275948) (-0.0918928,-0.498992,-0.279797) (-0.0837287,-0.505875,-0.281301)
134	(-0.0775266,-0.514094,-0.275381) (-0.0866141,-0.506592,-0.275948) (-0.0837287,-0.505875,-0.281301)
135	(-0.0244137,-0.545315,-0.285682) (-0.0223882,-0.549026,-0.275235) (-0.035135,-0.544437,-0.269131)
136	(-0.035135,-0.544437,-0.269131) (-0.0432275,-0.538811,-0.273432) (-0.0244137,-0.545315,-0.285682)
137	(-0.0594261,-0.529241,-0.270782) (-0.0737954,-0.519865,-0.268178) (-0.0617731,-0.521971,-0.283611)
138	(-0.0775266,-0.514094,-0.275381) (-0.0617731,-0.521971,-0.283611) (-0.0737954,-0.519865,-0.268178)
139	(0.0169965,-0.558321,-0.290988) (0.00124258,-0.560639,-0.259481) (0.0011512,-0.553907,-0.291127)
140	(0.00124258,-0.560639,-0.259481) (-0.0118719,-0.553479,-0.275235) (0.0011512,-0.553907,-0.291127)
141	(0.0642579,-0.564803,-0.290988) (0.0327502,-0.567224,-0.259481) (0.0327502,-0.561041,-0.290988)
142	(0.0642579,-0.571707,-0.259481) (0.0327502,-0.567224,-0.259481) (0.0642579,-0.564803,-0.290988)
143	(0.0169965,-0.558321,-0.290988) (0.0327502,-0.567224,-0.259481) (0.00124258,-0.560639,-0.259481)
144	(0.0327502,-0.567224,-0.259481) (0.0169965,-0.558321,-0.290988) (0.0327502,-0.561041,-0.290988)
145	(-0.0934635,-0.505871,-0.266048) (-0.0918928,-0.498992,-0.279797) (-0.0866141,-0.506592,-0.275948)
146	(-0.0223882,-0.549026,-0.275235) (-0.0118719,-0.553479,-0.275235) (-0.0145111,-0.553479,-0.270063)
147	(-0.0852048,-0.51246,-0.266254) (-0.0866141,-0.506592,-0.275948) (-0.0775266,-0.514094,-0.275381)
148	(-0.0866141,-0.506592,-0.275948) (-0.0852048,-0.51246,-0.266254) (-0.0934635,-0.505871,-0.266048)
149	(-0.0737954,-0.519865,-0.268178) (-0.0852048,-0.51246,-0.266254) (-0.0775266,-0.514094,-0.275381)
150	(-0.0918928,-0.498992,-0.279797) (-0.0934635,-0.505871,-0.266048) (-0.103854,-0.498729,-0.260866)
151	(-0.0186055,-0.553479,-0.259481) (-0.0223882,-0.549026,-0.275235) (-0.0145111,-0.553479,-0.270063)
152	(-0.0302652,-0.548536,-0.259481) (-0.035135,-0.544437,-0.269131) (-0.0223882,-0.549026,-0.275235)
153	(-0.0223882,-0.549026,-0.275235) (-0.0186055,-0.553479,-0.259481) (-0.0302652,-0.548536,-0.259481)
154	(-0.0118719,-0.553479,-0.275235) (0.00124258,-0.560639,-0.259481) (-0.0145111,-0.553479,-0.270063)
155	(-0.035135,-0.544437,-0.269131) (-0.0373343,-0.545206,-0.259481) (-0.0432275,-0.538811,-0.273432)
156	(-0.0737954,-0.519865,-0.268178) (-0.0594261,-0.529241,-0.270782) (-0.0763494,-0.521172,-0.259481)
157	(-0.0145111,-0.553479,-0.270063) (0.00124258,-0.560639,-0.259481) (-0.0186055,-0.553479,-0.259481)
158	(-0.0432275,-0.538811,-0.273432) (-0.0373343,-0.545206,-0.259481) (-0.0578343,-0.534648,-0.255543)
159	(-0.0578343,-0.534648,-0.255543) (-0.0594261,-0.529241,-0.270782) (-0.0432275,-0.538811,-0.273432)
160	(-0.035135,-0.544437,-0.269131) (-0.0302652,-0.548536,-0.259481) (-0.0373343,-0.545206,-0.259481)
161	(-0.0763494,-0.521172,-0.259481) (-0.0852048,-0.51246,-0.266254) (-0.0737954,-0.519865,-0.268178)
162	(-0.0578343,-0.534648,-0.255543) (-0.0670894,-0.529849,-0.251605) (-0.0594261,-0.529241,-0.270782)
163	(-0.0670894,-0.529849,-0.251605) (-0.0763494,-0.521172,-0.259481) (-0.0594261,-0.529241,-0.270782)
164	(-0.0852048,-0.51246,-0.266254) (-0.0998171,-0.505926,-0.253574) (-0.0934635,-0.505871,-0.266048)
165	(-0.0998171,-0.505926,-0.253574) (-0.103854,-0.498729,-0.260866) (-0.0934635,-0.505871,-0.266048)
166	(-0.0917628,-0.513004,-0.251605) (-0.0998171,-0.505926,-0.253574) (-0.0852048,-0.51246,-0.266254)
167	(-0.0763494,-0.521172,-0.259481) (-0.0917628,-0.513004,-0.251605) (-0.0852048,-0.51246,-0.266254)
168	(-0.156296,-0.494442,-0.180714) (-0.159875,-0.490464,-0.18859) (-0.146007,-0.496917,-0.196467)
169	(-0.146007,-0.496917,-0.196467) (-0.140542,-0.503375,-0.180714) (-0.156296,-0.494442,-0.180714)
170	(-0.140542,-0.504892,-0.164961) (-0.156296,-0.496516,-0.164961) (-0.140542,-0.503375,-0.180714)
171	(-0.140542,-0.503375,-0.180714) (-0.156296,-0.496516,-0.164961) (-0.156296,-0.494442,-0.180714)
172	(-0.140542,-0.503375,-0.180714) (-0.137716,-0.506217,-0.164961) (-0.140542,-0.504892,-0.164961)
173	(-0.129809,-0.506039,-0.196474) (-0.140542,-0.503375,-0.180714) (-0.146007,-0.496917,-0.196467)
174	(-0.137716,-0.506217,-0.164961) (-0.140542,-0.503375,-0.180714) (-0.134852,-0.506217,-0.180714)
175	(-0.129809,-0.506039,-0.196474) (-0.134852,-0.506217,-0.180714) (-0.140542,-0.503375,-0.180714)
176	(-0.140711,-0.490562,-0.220516) (-0.124048,-0.499043,-0.225256) (-0.137333,-0.496381,-0.212221)
177	(-0.117965,-0.508478,-0.211222) (-0.146007,-0.496917,-0.196467) (-0.137333,-0.496381,-0.212221)
178	(-0.129809,-0.506039,-0.196474) (-0.146007,-0.496917,-0.196467) (-0.117965,-0.508478,-0.211222)
179	(-0.134852,-0.506217,-0.180714) (-0.124788,-0.511777,-0.164961) (-0.137716,-0.506217,-0.164961)
180	(-0.129809,-0.506039,-0.196474) (-0.124788,-0.511029,-0.180714) (-0.134852,-0.506217,-0.180714)
181	(-0.124788,-0.511777,-0.164961) (-0.134852,-0.506217,-0.180714) (-0.124788,-0.511029,-0.180714)
182	(-0.124048,-0.499043,-0.225256) (-0.117965,-0.508478,-0.211222) (-0.137333,-0.496381,-0.212221)
183	(-0.117965,-0.508478,-0.211222) (-0.124048,-0.499043,-0.225256) (-0.116687,-0.504369,-0.224036)
184	(-0.121365,-0.495584,-0.235802) (-0.116687,-0.504369,-0.224036) (-0.124048,-0.499043,-0.225256)
185	(-0.109035,-0.517591,-0.196467) (-0.124788,-0.511029,-0.180714) (-0.129809,-0.506039,-0.196474)
186	(-0.117965,-0.508478,-0.211222) (-0.109035,-0.517591,-0.196467) (-0.129809,-0.506039,-0.196474)
187	(-0.117029,-0.490403,-0.252243) (-0.113272,-0.49834,-0.243728) (-0.122226,-0.491291,-0.242834)
188	(-0.122226,-0.491291,-0.242834) (-0.113272,-0.49834,-0.243728) (-0.121365,-0.495584,-0.235802)
189	(-0.109035,-0.517591,-0.196467) (-0.109035,-0.51823,-0.164961) (-0.124788,-0.511029,-0.180714)
190	(-0.124788,-0.511029,-0.180714) (-0.109035,-0.51823,-0.164961) (-0.124788,-0.511777,-0.164961)
191	(-0.113272,-0.49834,-0.243728) (-0.109122,-0.505832,-0.234081) (-0.121365,-0.495584,-0.235802)
192	(-0.121365,-0.495584,-0.235802) (-0.109122,-0.505832,-0.234081) (-0.116687,-0.504369,-0.224036)
193	(-0.116687,-0.504369,-0.224036) (-0.105418,-0.514036,-0.219001) (-0.117965,-0.508478,-0.211222)
194	(-0.105418,-0.514036,-0.219001) (-0.116687,-0.504369,-0.224036) (-0.109122,-0.505832,-0.234081)
195	(-0.113272,-0.49834,-0.243728) (-0.117029,-0.490403,-0.252243) (-0.103854,-0.498729,-0.260866)
196	(-0.109035,-0.517591,-0.196467) (-0.117965,-0.508478,-0.211222) (-0.101157,-0.518477,-0.212221)
197	(-0.101157,-0.518477,-0.212221) (-0.117965,-0.508478,-0.211222) (-0.105418,-0.514036,-0.219001)
198	(-0.103854,-0.498729,-0.260866) (-0.109122,-0.505832,-0.234081) (-0.113272,-0.49834,-0.243728)
199	(-0.109035,-0.51823,-0.164961) (-0.109035,-0.517591,-0.196467) (-0.100416,-0.521971,-0.164961)
200	(-0.100416,-0.521971,-0.164961) (-0.109035,-0.517591,-0.196467) (-0.0999866,-0.521971,-0.196467)
201	(-0.101157,-0.518477,-0.212221) (-0.0999866,-0.521971,-0.196467) (-0.109035,-0.517591,-0.196467)
202	(-0.103854,-0.498729,-0.260866) (-0.0998171,-0.505926,-0.253574) (-0.109122,-0.505832,-0.234081)
203	(-0.109122,-0.505832,-0.234081) (-0.097547,-0.514094,-0.235852) (-0.105418,-0.514036,-0.219001)
204	(-0.0998171,-0.505926,-0.253574) (-0.0917628,-0.513004,-0.251605) (-0.109122,-0.505832,-0.234081)
205	(-0.097547,-0.514094,-0.235852) (-0.109122,-0.505832,-0.234081) (-0.0917628,-0.513004,-0.251605)
206	(-0.0913111,-0.519425,-0.232151) (-0.105418,-0.514036,-0.219001) (-0.097547,-0.514094,-0.235852)
207	(-0.0999866,-0.521971,-0.196467) (-0.101157,-0.518477,-0.212221) (-0.0941873,-0.522476,-0.212221)
208	(-0.0999866,-0.521971,-0.196467) (-0.0932806,-0.524849,-0.180714) (-0.100416,-0.521971,-0.164961)
209	(-0.0941873,-0.522476,-0.212221) (-0.0932807,-0.524856,-0.196467) (-0.0999866,-0.521971,-0.196467)
210	(-0.0932806,-0.524849,-0.180714) (-0.0999866,-0.521971,-0.196467) (-0.0932807,-0.524856,-0.196467)
211	(-0.085646,-0.524115,-0.228315) (-0.105418,-0.514036,-0.219001) (-0.0913111,-0.519425,-0.232151)
212	(-0.105418,-0.514036,-0.219001) (-0.085646,-0.524115,-0.228315) (-0.101157,-0.518477,-0.212221)
213	(-0.0893423,-0.526265,-0.164961) (-0.100416,-0.521971,-0.164961) (-0.0932806,-0.524849,-0.180714)
214	(-0.0941873,-0.522476,-0.212221) (-0.101157,-0.518477,-0.212221) (-0.085646,-0.524115,-0.228315)
215	(-0.0913111,-0.519425,-0.232151) (-0.097547,-0.514094,-0.235852) (-0.0838448,-0.52094,-0.243728)
216	(-0.0838448,-0.52094,-0.243728) (-0.097547,-0.514094,-0.235852) (-0.0917628,-0.513004,-0.251605)
217	(-0.085646,-0.524115,-0.228315) (-0.0775266,-0.531174,-0.212221) (-0.0941873,-0.522476,-0.212221)
218	(-0.0775266,-0.531174,-0.212221) (-0.0932807,-0.524856,-0.196467) (-0.0941873,-0.522476,-0.212221)
219	(-0.0932807,-0.524856,-0.196467) (-0.0775266,-0.531473,-0.176776) (-0.0932806,-0.524849,-0.180714)
220	(-0.0775266,-0.531737,-0.196467) (-0.0932807,-0.524856,-0.196467) (-0.0775266,-0.531174,-0.212221)
221	(-0.0775266,-0.531473,-0.176776) (-0.0932807,-0.524856,-0.196467) (-0.0775266,-0.531737,-0.196467)
222	(-0.0932806,-0.524849,-0.180714) (-0.0775266,-0.531473,-0.176776) (-0.0893423,-0.526265,-0.164961)
223	(-0.0838448,-0.52094,-0.243728) (-0.0917628,-0.513004,-0.251605) (-0.0763494,-0.521172,-0.259481)
224	(-0.0893423,-0.526265,-0.164961) (-0.0775266,-0.531473,-0.176776) (-0.0810801,-0.530091,-0.159513)
225	(-0.0838448,-0.52094,-0.243728) (-0.0732683,-0.529849,-0.235852) (-0.0913111,-0.519425,-0.232151)
226	(-0.0732683,-0.529849,-0.235852) (-0.085646,-0.524115,-0.228315) (-0.0913111,-0.519425,-0.232151)
227	(-0.0775266,-0.531174,-0.212221) (-0.085646,-0.524115,-0.228315) (-0.0767557,-0.529406,-0.227975)
